atividade_nome,turma,aluno_nome,num_exercicio,resp_aluno,gabarito,certo_ou_errado,tempo_no_exercicio(s),valor_do_exercicio
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,29,,d,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,30,,d,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,31,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,32,,c,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,33,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,34,,c,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,35,,a,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,36,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,37,,a,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,38,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,39,,d,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,40,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,41,,a,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,42,,c,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,43,,a,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,44,,c,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,45,,d,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,46,,e,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,47,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,48,,c,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,49,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,50,,d,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,51,,d,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,52,,e,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,53,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,54,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,55,,b,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,56,,c,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,57,,c,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,58,,c,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,59,,c,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,60,,d,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,61,,d,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,62,,b,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,63,,b,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,64,,c,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,65,,e,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,66,,c,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,67,,a,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,68,,b,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,69,,a,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,70,,e,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,71,,c,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,72,,c,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,73,,c,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,74,,b,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,75,,b,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,76,,d,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,77,,a,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,78,,d,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,79,,d,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,80,,c,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,81,,a,errado,,"0,111116"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,82,,a,errado,,"0,111116"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,83,,d,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,84,,e,errado,,"0,111116"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,85,,d,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,86,,d,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,87,,e,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,88,,b,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,89,,d,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,fq,90,,a,errado,,"0,11111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,1,c,c,certo,64.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,2,d,a,errado,78.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,3,c,c,certo,61.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,4,e,e,certo,55.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,5,d,c,errado,153.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,6,e,d,errado,218.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,7,c,d,errado,72.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,8,e,a,errado,63.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,9,b,d,errado,290.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,10,d,c,errado,97.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,11,a,a,certo,93.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,12,e,e,certo,235.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,13,c,c,certo,272.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,14,a,d,errado,37.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,15,d,d,certo,72.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,16,c,c,certo,119.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,17,b,b,certo,121.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,18,e,e,certo,58.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,19,e,e,certo,64.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,20,b,b,certo,69.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,21,b,b,certo,66.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,22,d,a,errado,79.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,23,d,d,certo,73.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,24,e,e,certo,33.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,25,a,b,errado,87.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,26,a,a,certo,114.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,27,e,e,certo,121.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,28,e,a,errado,191.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,29,c,d,errado,76.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,30,c,d,errado,152.0,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,31,e,b,errado,29.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,32,b,c,errado,77.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,33,d,b,errado,187.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,34,e,c,errado,57.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,35,e,a,errado,90.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,36,b,b,certo,42.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,37,c,a,errado,68.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,38,d,b,errado,106.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,39,d,d,certo,73.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,40,e,b,errado,112.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,41,c,a,errado,63.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,42,c,c,certo,70.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,43,c,a,errado,109.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,44,e,c,errado,141.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,45,c,d,errado,92.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,46,d,e,errado,75.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,47,b,b,certo,235.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,48,a,c,errado,44.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,49,a,b,errado,148.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,50,d,d,certo,51.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,51,d,d,certo,105.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,52,a,e,errado,38.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,53,b,b,certo,357.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,54,d,b,errado,403.0,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,55,b,b,certo,131.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,56,e,c,errado,32.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,57,c,c,certo,29.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,58,c,c,certo,75.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,59,c,c,certo,31.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,60,b,d,errado,73.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,61,d,d,certo,103.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,62,a,b,errado,112.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,63,b,b,certo,154.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,64,c,c,certo,155.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,65,a,e,errado,127.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,66,c,c,certo,34.0,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,67,a,a,certo,212.0,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,68,b,b,certo,44.0,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,69,a,a,certo,241.0,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,70,e,e,certo,36.0,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,71,c,c,certo,149.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,72,c,c,certo,75.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,73,c,c,certo,131.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,74,b,b,certo,199.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,75,b,b,certo,88.0,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,76,b,d,errado,172.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,77,a,a,certo,112.0,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,78,c,d,errado,34.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,79,d,d,certo,409.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,80,d,c,errado,41.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,81,b,a,errado,102.0,"0,111116"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,82,a,a,certo,107.0,"0,111116"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,83,d,d,certo,44.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,84,e,e,certo,74.0,"0,111116"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,85,d,d,certo,89.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,86,d,d,certo,32.0,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,87,b,e,errado,87.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,88,d,b,errado,57.0,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,89,b,d,errado,38.0,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,lo,90,d,a,errado,236.0,"0,11111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,1,,c,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,2,,a,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,3,,c,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,4,,e,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,5,,c,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,6,,d,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,7,,d,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,8,,a,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,9,,d,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,10,,c,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,11,,a,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,12,,e,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,13,,c,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,14,,d,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,15,,d,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,16,,c,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,17,,b,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,18,,e,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,19,,e,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,20,,b,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,21,,b,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,22,,a,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,23,,d,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,24,,e,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,25,,b,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,26,,a,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,27,,e,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,28,,a,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,29,,d,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,30,,d,errado,,"0,111111"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,31,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,32,,c,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,33,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,34,,c,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,35,,a,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,36,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,37,,a,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,38,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,39,,d,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,40,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,41,,a,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,42,,c,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,43,,a,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,44,,c,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,45,,d,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,46,,e,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,47,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,48,,c,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,49,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,50,,d,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,51,,d,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,52,,e,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,53,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,54,,b,errado,,"0,111112"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,55,,b,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,56,,c,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,57,,c,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,58,,c,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,59,,c,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,60,,d,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,61,,d,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,62,,b,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,63,,b,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,64,,c,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,65,,e,errado,,"0,111113"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,66,,c,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,67,,a,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,68,,b,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,69,,a,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,70,,e,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,71,,c,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,72,,c,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,73,,c,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,74,,b,errado,,"0,111115"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,75,,b,errado,,"0,111114"
Simulado Diagnóstico - 2025.1,PS ESTUDANTES 2025.1,j,76,,d,errado,,"0,111115"
